site_id,site,recording_id,year,month,day,validated
57589,2020 Fort Ord,186851376,2020,4,9,present
57589,2020 Fort Ord,186847370,2020,4,10,present
57589,2020 Fort Ord,186851372,2020,4,11,present
57589,2020 Fort Ord,186873546,2020,4,13,present
57589,2020 Fort Ord,186845482,2020,4,16,present
57589,2020 Fort Ord,186850228,2020,4,16,present
57589,2020 Fort Ord,186857535,2020,4,16,present
57589,2020 Fort Ord,186867158,2020,4,16,present
57589,2020 Fort Ord,186850214,2020,4,17,present
57589,2020 Fort Ord,186850594,2020,4,17,present
57589,2020 Fort Ord,186850514,2020,4,18,present
57589,2020 Fort Ord,186850863,2020,4,18,present
57589,2020 Fort Ord,186850961,2020,4,18,present
57589,2020 Fort Ord,186848972,2020,4,19,present
57589,2020 Fort Ord,186850836,2020,4,19,present
57589,2020 Fort Ord,186848521,2020,4,20,present
57589,2020 Fort Ord,186850212,2020,4,20,present
57589,2020 Fort Ord,186850066,2020,4,21,present
57589,2020 Fort Ord,186850211,2020,4,21,present
57589,2020 Fort Ord,186850758,2020,4,21,present
57589,2020 Fort Ord,186857943,2020,4,21,present
57589,2020 Fort Ord,186857994,2020,4,21,present
57589,2020 Fort Ord,186859173,2020,4,21,present
57589,2020 Fort Ord,186859744,2020,4,23,present
57589,2020 Fort Ord,186854693,2020,4,25,present
57589,2020 Fort Ord,186851012,2020,4,26,present
57589,2020 Fort Ord,186852109,2020,4,26,present
57589,2020 Fort Ord,186852138,2020,4,26,present
57589,2020 Fort Ord,186853391,2020,4,26,present
57589,2020 Fort Ord,186853397,2020,4,26,present
57589,2020 Fort Ord,186854111,2020,4,26,present
57589,2020 Fort Ord,186855181,2020,4,26,present
57589,2020 Fort Ord,186855344,2020,4,26,present
57589,2020 Fort Ord,186854157,2020,4,27,present
57589,2020 Fort Ord,186851222,2020,4,28,present
57589,2020 Fort Ord,186855628,2020,4,28,present
57589,2020 Fort Ord,186849147,2020,4,29,present
57589,2020 Fort Ord,186856172,2020,4,29,present
57589,2020 Fort Ord,186856539,2020,4,29,present
57589,2020 Fort Ord,186863663,2020,4,29,present
57589,2020 Fort Ord,186865441,2020,4,29,present
57589,2020 Fort Ord,186850229,2020,4,30,present
57589,2020 Fort Ord,186850787,2020,4,30,present
57589,2020 Fort Ord,186857169,2020,4,30,present
57589,2020 Fort Ord,186857740,2020,4,30,present
57589,2020 Fort Ord,186857963,2020,4,30,present
57589,2020 Fort Ord,186860288,2020,4,30,present
57589,2020 Fort Ord,186849512,2020,5,1,present
57589,2020 Fort Ord,186858427,2020,5,1,present
57589,2020 Fort Ord,186859805,2020,5,1,present
57589,2020 Fort Ord,186860215,2020,5,1,present
57589,2020 Fort Ord,186860219,2020,5,1,present
57589,2020 Fort Ord,186860343,2020,5,1,present
57589,2020 Fort Ord,186860432,2020,5,1,present
57589,2020 Fort Ord,186859352,2020,5,2,present
57589,2020 Fort Ord,186860067,2020,5,2,present
57589,2020 Fort Ord,186861083,2020,5,3,present
